iteration	shuffle_r_with_success	n_subjects
1	-0.3222646880402507	33
2	-0.0395909445487816	33
3	0.2901428835003393	33
4	0.0899571573611813	33
5	-0.0706388472159055	33
6	-0.2344420884005869	33
7	-0.0649869213387157	33
8	-0.0753821618728575	33
9	-0.0944758083448272	33
10	-0.1067153249676049	33
11	0.0218856125887551	33
12	0.5130612309188145	33
13	0.0145099052894245	33
14	-0.0652615354657935	33
15	0.075810378526839	33
16	-0.1817208116047217	33
17	0.1296082509700101	33
18	0.0077656182670953	33
19	0.046287177517326	33
20	0.1687012802445462	33
21	-0.0514578772905418	33
22	0.1493263777664494	33
23	0.1182035617148705	33
24	0.0729603368742113	33
25	-0.174338979169217	33
26	-0.1370992754572716	33
27	-0.0381066480010544	33
28	0.251763037877093	33
29	0.0983814358370483	33
30	0.0078304061760289	33
31	0.2977581338757528	33
32	-0.0370374667115539	33
33	0.0329379567668964	33
34	-0.1542285896237796	33
35	0.1342437960547914	33
36	0.0970538177066018	33
37	-0.0577396480369182	33
38	-0.0625725831942119	33
39	-0.048525143200719	33
40	-0.1875645328195793	33
41	-0.1758270398067586	33
42	-0.0765776854925157	33
43	-0.1874476144618103	33
44	-0.0830308290271377	33
45	-0.2253040754416067	33
46	-0.2140543204321681	33
47	-0.0265384372836635	33
48	-0.2129638347627304	33
49	-0.1901570357057022	33
50	-0.2425837759557859	33
51	0.1489098812174283	33
52	-0.3230761516213408	33
53	0.0897570650090704	33
54	0.3156783402539166	33
55	-0.1591805307910578	33
56	-0.2025448475028223	33
57	0.1420039967885604	33
58	0.1010375235239442	33
59	0.2257040589189979	33
60	-0.2851671710159481	33
61	0.0191560481982007	33
62	-0.3525027130149943	33
63	-0.0302898835226124	33
64	-0.0354816642053817	33
65	0.1480787637919275	33
66	-0.2657564640586843	33
67	-0.1582707873616979	33
68	-0.0402048621703857	33
69	0.0568170404027787	33
70	-0.0428905300558901	33
71	-0.1046488114850087	33
72	0.0773092982981499	33
73	0.0089651160783907	33
74	-0.1155189715717854	33
75	-0.1987211085164474	33
76	0.080096835095077	33
77	0.0873741036037454	33
78	-0.1659816663375805	33
79	-0.0284408623910467	33
80	0.1335619923466201	33
81	0.2796045053060219	33
82	0.2028556018550043	33
83	0.1735700733512768	33
84	-0.2302811352326834	33
85	0.0768847707281188	33
86	0.0029963084651038	33
87	0.1617523254804145	33
88	0.154008974842067	33
89	0.050503825235886	33
90	-0.2819277456250501	33
91	-0.2359317698656917	33
92	-0.1635104275402093	33
93	0.3069269232793798	33
94	-0.1932818632701992	33
95	-0.0272100706186145	33
96	0.0910486695774542	33
97	0.2428195714773063	33
98	-0.2361411235308526	33
99	0.0497645397394391	33
100	-0.2997867267692566	33
101	-0.0563612615081672	33
102	0.2119348741846896	33
103	0.2307521225268685	33
104	-0.0095303823162859	33
105	-0.2990742218353235	33
106	-0.2320790454860866	33
107	-0.1157137679401968	33
108	-0.0329423679351975	33
109	0.0748711832907662	33
110	-0.2218433260365045	33
111	-0.2029773455727277	33
112	0.2537166611202225	33
113	-0.0896347454730679	33
114	0.1165809660340828	33
115	0.1274382532504996	33
116	0.2315392607375791	33
117	0.0072905136273847	33
118	-0.4202375503223869	33
119	-0.2292708609874102	33
120	0.2742308587977069	33
121	0.273301327890059	33
122	0.2411317103980297	33
123	-0.3107279505791149	33
124	-0.1470417964681488	33
125	-0.0782771751490274	33
126	-0.5949320700153423	33
127	0.0189087767446533	33
128	-0.1871078053617599	33
129	-0.0999679378166853	33
130	-0.0468151692256823	33
131	0.1570891422977228	33
132	-0.087711585530829	33
133	0.2073074819647456	33
134	0.1712675656873435	33
135	-0.1542418127555073	33
136	-0.1340743804046022	33
137	0.3314077508841953	33
138	-0.2638867797103244	33
139	0.0211181479436382	33
140	0.1167280265768308	33
141	-0.3108545226075045	33
142	-0.2907055681199848	33
143	0.1263540876989169	33
144	0.1979050108633216	33
145	-0.0086840688723719	33
146	0.0811717070647988	33
147	0.1208283905019462	33
148	-0.3367421837736269	33
149	-0.0234500511385288	33
150	-0.0098404034916553	33
151	0.0507808522930129	33
152	0.0351990322090761	33
153	-0.1095171528612086	33
154	-0.070592046704915	33
155	0.0181249445726759	33
156	-0.0344306134909731	33
157	0.0992653708331555	33
158	-0.1110930826734343	33
159	0.1736747214026276	33
160	0.0636784805897374	33
161	0.3201917530261247	33
162	-0.344564107680908	33
163	0.1047070536599135	33
164	-0.3325837132185977	33
165	0.0977200867886794	33
166	0.0003719960953313	33
167	0.2754607050802206	33
168	-0.0549282009137615	33
169	-0.2296172636454066	33
170	-0.1541504810859933	33
171	0.1357879129144341	33
172	0.0334068820987358	33
173	-0.0667239468358722	33
174	-0.1539215916043906	33
175	0.1642945890512104	33
176	-0.0204194641133314	33
177	0.1086595506696437	33
178	0.190952688568605	33
179	-0.2085841668660496	33
180	-0.2462773647126392	33
181	-0.0057091658637937	33
182	0.0940832400871655	33
183	-0.1645129816392276	33
184	0.2275928816545191	33
185	0.1694502960685798	33
186	0.0363700741775874	33
187	0.2245914138674458	33
188	-0.2193958997158216	33
189	-0.2424333019929514	33
190	0.251416467584168	33
191	0.1603613400910734	33
192	-0.3197493550434914	33
193	0.0321695991261673	33
194	0.1838499507161945	33
195	0.2168639269634356	33
196	-0.0384179691486046	33
197	-0.0098382496183974	33
198	0.147797650343244	33
199	-0.0390786067079407	33
200	0.2375905049787023	33
201	0.1711146137912388	33
202	0.2229107437708645	33
203	0.0469607111393027	33
204	0.1943618320713141	33
205	0.0471571888841311	33
206	0.1902678462773312	33
207	0.0112105927621648	33
208	0.0706435228917982	33
209	-0.2752572042886467	33
210	0.1768055121361618	33
211	-0.0736380243893077	33
212	-0.1042225756810038	33
213	0.1180833019410591	33
214	-0.1015109302130943	33
215	0.2342466609696639	33
216	-0.2449295335547546	33
217	-0.0745162747427103	33
218	-0.1721179416081167	33
219	0.0242027306961859	33
220	0.0998855089147723	33
221	0.3499709498220428	33
222	-0.1295321395058396	33
223	0.1234477891730963	33
224	-0.1246242475939191	33
225	0.0735946299452173	33
226	-0.1724419162628889	33
227	-0.1891527308899026	33
228	0.0865720924925021	33
229	0.2239743158303528	33
230	0.1652091589116505	33
231	-0.2082344076180369	33
232	-0.0943560587988459	33
233	-0.4901304614221036	33
234	0.0272504297373073	33
235	-0.4549617018955053	33
236	0.2526399984003214	33
237	-0.0864418748452493	33
238	0.1360076664858633	33
239	0.1577922786906084	33
240	0.115480860125411	33
241	-0.0668816920714557	33
242	-0.0488246574371096	33
243	-0.0520506182315142	33
244	-0.2479602822609716	33
245	-0.0928793085542344	33
246	-0.1807125167438902	33
247	-0.0926066359905882	33
248	-0.1238061841417277	33
249	-0.3220291435547851	33
250	-0.0103943107979924	33
251	-0.2890192022142128	33
252	0.264543427330136	33
253	-0.0221410137831569	33
254	0.1854139383286619	33
255	0.1084488528329736	33
256	0.1783680879834834	33
257	-0.0408289314803407	33
258	-0.0166050851295096	33
259	-0.1623109495371276	33
260	0.0555451404672655	33
261	0.2603622060122044	33
262	0.2844255586537387	33
263	0.0245038538122768	33
264	-0.0514080716335577	33
265	-0.1265609680459779	33
266	0.0631497528740072	33
267	-0.1419390406369989	33
268	0.0668365655314249	33
269	-0.0517459232612224	33
270	-0.2440079659802627	33
271	0.2069982210988387	33
272	-0.1157374477551469	33
273	0.0833314274950177	33
274	0.1333266713350045	33
275	-0.3487914717501884	33
276	-0.207362774908609	33
277	0.0793818006497131	33
278	-0.0679401345895325	33
279	0.1300755682298614	33
280	-0.1771164425321419	33
281	0.0644079308074372	33
282	0.1704468636385068	33
283	0.0834672187502091	33
284	-0.1055625573155304	33
285	0.064441308351579	33
286	-0.0433582837691204	33
287	-0.0361402346718737	33
288	0.0818893673630644	33
289	-0.1703783657410407	33
290	-0.4440392379410599	33
291	-0.0726286681127425	33
292	-0.0149455795112695	33
293	0.3843727270206924	33
294	-0.3851215883273282	33
295	-0.0203986201112266	33
